timestamp,open,high,low,close,volume
2025-03-18,3000.0,3008.307975755627,2878.4844922769817,2910.474263984434,28905.847966851776
2025-03-19,2910.474263984434,2931.162693164281,2704.3018077349298,2710.3052345259357,35891.430942070845
2025-03-20,2710.3052345259357,2882.5342868789553,2701.1068857985756,2875.3825985906924,18814.59487235214
2025-03-21,2875.3825985906924,2922.928860379037,2868.494495402876,2890.0232663161873,9380.882163377497
2025-03-22,2890.0232663161873,2921.13412353935,2755.9480455848925,2767.942743309802,35034.05742251711
2025-03-23,2767.942743309802,2790.524852408893,2707.5108439704386,2730.5961984014702,11058.993783986994
2025-03-24,2730.5961984014702,2809.693600948626,2703.844830941367,2780.5040227098234,19768.780666867813
2025-03-25,2780.5040227098234,2804.179454038815,2614.1223010921126,2634.3259345667425,27063.546234624297
2025-03-26,2634.3259345667425,2665.3219571515997,2499.9759664262897,2511.444749553915,28232.32368587103
2025-03-27,2511.444749553915,2587.407565389671,2496.4508545573963,2561.1616135138984,19742.391247258045
2025-03-28,2561.1616135138984,2589.645094765863,2498.423350634026,2501.4939112065044,7177.052865791422
2025-03-29,2501.4939112065044,2613.4571789722704,2481.6778370459915,2603.263629405703,13005.323367744664
2025-03-30,2603.263629405703,2618.8646455912785,2566.873583438775,2569.3061439184316,18689.242403664208
2025-03-31,2569.3061439184316,2593.7262849492245,2525.0512866096915,2542.5460898792458,30854.727086514617
2025-04-01,2542.5460898792458,2599.1683815095657,2528.0924902611437,2596.181327467749,20304.823851130794
2025-04-02,2596.181327467749,2751.8949611813855,2583.219674587643,2735.165888300091,35614.134208236734
2025-04-03,2735.165888300091,2834.8814553053826,2707.534584193492,2827.834725329664,9429.386875515642
2025-04-04,2827.834725329664,2904.856527051738,2815.7435868767193,2903.4266722965062,15045.500578038898
2025-04-05,2903.4266722965062,2911.7548161099044,2764.407742369835,2789.9305973114733,28648.284300557447
2025-04-06,2789.9305973114733,2816.938666900017,2707.3563264557197,2733.467474842628,20364.500788510348
2025-04-07,2733.467474842628,2872.656866405573,2706.578788145334,2850.7052127795796,12441.27389521699
2025-04-08,2850.7052127795796,2853.7937847892986,2684.6679367534744,2686.20435825797,24280.199759877483
2025-04-09,2686.20435825797,2703.9452229896547,2663.8187965772117,2669.5457301388346,15150.155507854835
2025-04-10,2669.5457301388346,2735.4685625540137,2669.424925619526,2710.266792956895,25776.20947188066
2025-04-11,2710.266792956895,2730.4014018324033,2626.4173995210394,2630.8107096394847,11097.226762441538
2025-04-12,2630.8107096394847,2683.8423816631544,2617.0330173952157,2662.607615065892,24654.61184481825
2025-04-13,2662.607615065892,2669.8758488377953,2603.246992357591,2631.2279702284413,9397.297869717762
2025-04-14,2631.2279702284413,2761.9605557840823,2602.5695206496957,2729.4465470934615,21767.88742488056
2025-04-15,2729.4465470934615,2778.408689330691,2714.3298481141937,2749.366355478391,21225.946728182473
2025-04-16,2749.366355478391,2769.4472485068527,2675.78583098215,2685.5766768936132,26462.040898760835
2025-04-17,2685.5766768936132,2698.1621236271035,2637.9073726639967,2638.382742019703,6651.031991395626
2025-04-18,2638.382742019703,2667.0040493408915,2498.3182959570854,2520.668466907502,9270.510604379464
2025-04-19,2520.668466907502,2541.189162729517,2467.508603105887,2489.460011447196,23002.514334637344
2025-04-20,2489.460011447196,2501.8878786673095,2338.5192233754224,2355.892604860866,10385.9529967841
2025-04-21,2355.892604860866,2409.9298016819944,2336.9226089940294,2404.015593059384,6465.120996714425
2025-04-22,2404.015593059384,2415.3452765210673,2333.8266563445127,2341.372171935502,15789.438535973666
2025-04-23,2341.372171935502,2420.4966327163565,2328.3855829142335,2414.97652524212,15603.589422608316
2025-04-24,2414.97652524212,2435.6898219071886,2380.8029393935017,2409.5756421090464,4033.7594792177515
2025-04-25,2409.5756421090464,2432.001974286462,2331.8977262099233,2348.272315780631,6254.618653784783
2025-04-26,2348.272315780631,2360.651533186205,2334.9703984606354,2348.698761212062,16437.077141137746
2025-04-27,2348.698761212062,2447.771431952841,2323.848502341468,2426.4333888461347,30698.65451363897
2025-04-28,2426.4333888461347,2508.732073508878,2425.346103836623,2497.270504581908,17248.16890742854
2025-04-29,2497.270504581908,2505.4129357072916,2426.9516651514023,2436.19069404947,11997.595914791562
2025-04-30,2436.19069404947,2454.161900949048,2411.774251580847,2430.871017913794,25519.765375814684
2025-05-01,2430.871017913794,2455.097372460052,2399.6126540272867,2403.297477674634,19184.980216321863
2025-05-02,2403.297477674634,2492.132183561627,2400.620988849587,2469.676962169087,17592.49615523047
