timestamp,open,high,low,close,volume
2025-03-18,4500.0,4557.1011030506,4448.192795244573,4522.814906366706,27051.268072037597
2025-03-19,4522.814906366706,4543.641216739676,4447.485379042931,4485.419795310436,16638.966597132057
2025-03-20,4485.419795310436,4522.7683434942965,4432.502581695952,4442.116253783548,31311.798956540482
2025-03-21,4442.116253783548,4480.424562530154,4424.350996216322,4461.82665154321,33555.58361199084
2025-03-22,4461.82665154321,4576.609355997148,4457.128860063496,4541.28092255493,16942.67207171676
2025-03-23,4541.28092255493,4572.234149170954,4535.676108337487,4569.6843436750505,20788.892095794152
2025-03-24,4569.6843436750505,4580.0798885317345,4535.192193784214,4543.267116866792,38807.63552087594
2025-03-25,4543.267116866792,4573.421489688895,4373.3703841637425,4420.719068754445,31022.439108652874
2025-03-26,4420.719068754445,4456.268431015659,4355.346823193551,4356.734356755934,20333.422333011047
2025-03-27,4356.734356755934,4395.008398438168,4280.657892064674,4303.669972556233,18566.98884223309
2025-03-28,4303.669972556233,4417.31510687964,4302.461538428931,4391.306734019447,27280.997484578467
2025-03-29,4391.306734019447,4402.232668576166,4184.3610069344195,4223.559507548919,35020.693673741334
2025-03-30,4223.559507548919,4297.691201891082,4218.749440583349,4262.635389978316,26222.39665194687
2025-03-31,4262.635389978316,4293.972252707717,4179.666517949732,4222.504297598345,15473.57264375751
2025-04-01,4222.504297598345,4279.840974993225,4179.386090828389,4257.679266254066,22869.60253419638
2025-04-02,4257.679266254066,4307.147992522764,4096.495523367819,4110.530388849412,17425.007503617602
2025-04-03,4110.530388849412,4129.14263348288,4062.257282403471,4093.469871688484,29854.35135898324
2025-04-04,4093.469871688484,4179.627163207665,4054.81757306136,4133.003846578051,8061.697128783245
2025-04-05,4133.003846578051,4167.96665388723,4121.5372418495535,4132.8815784047365,6600.19173660899
2025-04-06,4132.8815784047365,4212.7363899920265,4102.136013671986,4200.83322648831,29138.548259399042
2025-04-07,4200.83322648831,4263.411437867987,4151.928376209082,4230.1308162794985,20052.84974424616
2025-04-08,4230.1308162794985,4249.27781814951,4203.496623257575,4247.3361544554045,21068.51494016264
2025-04-09,4247.3361544554045,4277.879630464639,4142.0430072298905,4147.352994294757,11267.893326858057
2025-04-10,4147.352994294757,4194.588805932559,4084.2337050078327,4112.3248814182225,10444.6139607814
2025-04-11,4112.3248814182225,4146.530344279662,4039.889074792771,4059.2913404879005,29672.4249360306
2025-04-12,4059.2913404879005,4083.9378466963194,4025.5877623635943,4044.3408115603916,23107.02631347353
2025-04-13,4044.3408115603916,4303.230726233207,4008.228142200036,4271.4463273494275,7254.632410447138
2025-04-14,4271.4463273494275,4285.559564035016,4198.4772809767355,4244.967036727586,10691.24426115908
2025-04-15,4244.967036727586,4346.5664507092515,4199.110025708839,4299.183129384372,24648.912548283828
2025-04-16,4299.183129384372,4374.48830588654,4280.508520652374,4341.6114645779635,8002.985872564005
2025-04-17,4341.6114645779635,4429.654640403945,4329.670655566212,4405.217334709249,25602.30568652025
