timestamp,open,high,low,close,volume
2025-03-18,3000.0,3005.9587968937203,2959.743864025894,2990.0902970235393,20833.1345882669
2025-03-19,2990.0902970235393,2995.7890553820544,2951.5539721797545,2956.8170318258117,8426.375387769964
2025-03-20,2956.8170318258117,2985.5964578467883,2948.6751835481105,2955.309372104163,20623.530011055867
2025-03-21,2955.309372104163,2966.035561832106,2950.4016523647215,2954.727889393044,23115.03634221638
2025-03-22,2954.727889393044,2961.887011315689,2946.073230029298,2952.331319369541,11750.867462401804
2025-03-23,2952.331319369541,2984.55890208207,2909.1433017052595,2927.493227737127,14307.997242781415
2025-03-24,2927.493227737127,2929.720325697707,2868.9999043075454,2893.3945024886025,26614.158842358876
2025-03-25,2893.3945024886025,2903.502741297666,2864.610433569641,2866.8161454669244,28193.33130393599
2025-03-26,2866.8161454669244,2905.500078272066,2864.0722532400137,2875.2496793154482,27091.219766195096
2025-03-27,2875.2496793154482,2909.309098154059,2843.5699796349863,2865.5415802884054,16743.343146476695
2025-03-28,2865.5415802884054,2877.252289283035,2810.5493829378515,2841.620633909936,11335.386288965823
2025-03-29,2841.620633909936,2855.1004955458748,2786.007620254702,2813.29158713616,16137.751779633036
2025-03-30,2813.29158713616,2850.8038634363697,2796.920128664174,2838.039052880885,14623.654736536375
2025-03-31,2838.039052880885,2859.8275089017725,2835.2579675369457,2841.354206293688,18364.462749883936
2025-04-01,2841.354206293688,2878.186278818964,2827.2936898064554,2865.051316302281,29332.81848759074
2025-04-02,2865.051316302281,2876.416178770263,2850.434991205416,2874.4366023595517,8604.54532718371
2025-04-03,2874.4366023595517,2877.2622035841114,2797.9462944930124,2815.2011454718104,23848.334152989126
2025-04-04,2815.2011454718104,2831.282995134062,2803.9646872627554,2818.285301839375,21736.86351326674
2025-04-05,2818.285301839375,2865.4448927177073,2817.5003174864323,2833.1606000646057,30740.82517129955
2025-04-06,2833.1606000646057,2877.5808667748665,2811.2698287275875,2844.1497726774624,7824.114765627682
2025-04-07,2844.1497726774624,2866.1639839635436,2834.885119508444,2857.9801003139714,10110.622958091648
2025-04-08,2857.9801003139714,2868.492581660903,2846.397324492834,2856.6570034905753,10186.303382007738
2025-04-09,2856.6570034905753,2880.474160493076,2807.9710339404937,2823.476594334602,23267.558323405505
2025-04-10,2823.476594334602,2827.421097282181,2752.9300513335606,2759.0791816564247,21785.381118929265
2025-04-11,2759.0791816564247,2806.8686340591053,2748.8507270766863,2786.0392677732857,28354.650668295882
2025-04-12,2786.0392677732857,2845.1377109219848,2758.0444996588312,2820.4240069880134,12487.426609755355
2025-04-13,2820.4240069880134,2839.270734972947,2814.1074380997175,2833.7417353034143,28015.290323028203
2025-04-14,2833.7417353034143,2871.9578417846437,2817.4829709983283,2843.238944695699,19887.505141713948
2025-04-15,2843.238944695699,2866.410740103797,2829.98730637076,2854.7062138114798,17549.003507673657
2025-04-16,2854.7062138114798,2901.2382110547946,2839.285115553997,2879.4045242636294,5311.2893604924975
2025-04-17,2879.4045242636294,2951.6956776185225,2852.2612601595984,2940.187103954007,19669.682249455305
2025-04-18,2940.187103954007,2968.8918682704584,2902.191512907953,2913.043942374554,10371.743696450403
2025-04-19,2913.043942374554,2924.517966118162,2882.0653261151656,2922.526843778899,12968.692020041126
2025-04-20,2922.526843778899,2950.0489382268006,2863.1378413252946,2892.207928353059,25647.925279078983
2025-04-21,2892.207928353059,2916.524695958932,2871.571030973993,2901.131683573247,23224.102680010186
2025-04-22,2901.131683573247,2902.7352805755336,2886.1737003402436,2900.0073450505206,34220.49481678873
2025-04-23,2900.0073450505206,2963.766737409585,2878.8898204820202,2962.397333409762,16447.324160868902
2025-04-24,2962.397333409762,2983.863727982474,2942.2729973961723,2969.500255113347,33758.06635664499
2025-04-25,2969.500255113347,2976.2134300615207,2885.753327902442,2915.7150841695207,20854.72536974299
2025-04-26,2915.7150841695207,2925.8896822201596,2883.109693843529,2911.36771385711,14742.287956222272
2025-04-27,2911.36771385711,2955.7266346697747,2906.2023895408997,2925.3290287506816,32712.376065757922
2025-04-28,2925.3290287506816,2964.2505064446664,2898.8799604490937,2929.75589365231,31567.182078799156
2025-04-29,2929.75589365231,2965.711563000327,2897.6820099894785,2963.5235688583234,13038.891292932036
2025-04-30,2963.5235688583234,2993.1766391583296,2892.1855200139807,2909.4151369811966,20832.717004687434
2025-05-01,2909.4151369811966,2932.063229376533,2877.1514100868126,2923.1769147346185,37871.89427403102
2025-05-02,2923.1769147346185,2929.883403557599,2915.3018560288137,2928.9881851682007,14084.559531082967
2025-05-03,2928.9881851682007,2945.1884829129745,2880.7239880222605,2898.1151035494754,17688.754241084705
2025-05-04,2898.1151035494754,2899.5193912110944,2864.368114665077,2878.876776959798,28278.056184249992
2025-05-05,2878.876776959798,2906.876705397228,2846.837499467689,2863.7164584332445,10350.147268450886
2025-05-06,2863.7164584332445,2892.869190431378,2848.0328047582475,2865.959700903925,28579.37599288772
2025-05-07,2865.959700903925,2893.4305371419628,2777.8879587721794,2797.229737890189,13156.248716413033
2025-05-08,2797.229737890189,2802.1036282526024,2772.1667896502763,2800.8410211596,15188.590560528995
2025-05-09,2800.8410211596,2825.7347386058627,2713.9665066916214,2746.3844955156724,31148.88506900636
2025-05-10,2746.3844955156724,2751.798737858768,2742.388314137248,2743.4879561487605,29497.241184347677
2025-05-11,2743.4879561487605,2769.7542851538733,2677.667311942134,2682.56543823804,28477.78876264966
2025-05-12,2682.56543823804,2741.4130820272553,2669.3718033673654,2715.1576883638318,28898.60590833805
2025-05-13,2715.1576883638318,2756.0291983340594,2695.193229987178,2728.772630340935,15273.69125715768
2025-05-14,2728.772630340935,2738.6611924330614,2714.217036164035,2738.1940311673166,9758.9039413199
2025-05-15,2738.1940311673166,2796.7918231590766,2706.895586150156,2770.3103292868464,4696.187780738176
